date,open,high,low,close,volume 
2013-12-19,78.4999,78.5713,77.6757,77.7799,80239369 
2013-12-23,81.1428,81.5313,80.3942,81.4413,125326831 
2013-12-26,81.1571,81.3571,80.4822,80.5571,51002035 
2013-12-30,79.6371,80.0128,78.9029,79.2171,63407722 
2014-01-02,79.3828,79.5756,78.8601,79.0185,58791957 
2014-01-06,76.7785,78.1142,76.2285,77.7042,103359151 
2014-01-08,76.9728,77.9371,76.9556,77.6371,64686685 
2014-01-10,77.1185,77.2571,75.8728,76.1342,76320664 
2014-01-14,76.8885,78.1042,76.8085,78.0556,83734371 
2014-01-16,79.2713,79.5499,78.8113,79.1785,57471330 
2014-01-21,77.2842,78.5813,77.2028,78.4385,82255544 
2014-01-23,78.5628,79.4999,77.8294,79.4542,100978346 
2014-01-27,78.5813,79.2571,77.9642,78.6428,144219152 
2014-01-29,71.9928,72.4814,71.2314,71.5356,125942796 
2014-01-31,70.7399,71.6471,70.5071,71.5142,116336444 
2014-02-04,72.2642,72.7799,71.8228,72.6842,94273543 
2014-02-06,72.8656,73.3571,72.5442,73.2156,64497223 
2014-02-10,74.0942,75.9985,73.9999,75.5699,86451022 
2014-02-12,76.7071,77.0799,76.1771,76.5599,77127064 
2014-02-14,77.4956,77.9971,77.3156,77.7128,68468036 
2014-02-19,77.8214,78.1271,76.3356,76.7671,78554420 
2014-02-21,76.1132,76.3671,74.9428,75.0356,69757247 
2014-02-25,75.6256,75.6521,74.4285,74.5799,58247350 
2014-02-27,73.8771,75.5399,73.7214,75.3814,75557321 
2014-03-03,74.7742,75.8071,74.6871,75.3942,59667923 
2014-03-05,75.8456,76.3928,75.5899,76.0514,50065519 
2014-03-07,75.8699,75.9971,75.1499,75.7771,55415241 
2014-03-11,76.4928,76.9628,76.0842,76.5842,70198849 
2014-03-13,76.7771,77.0942,75.5942,75.8071,64435609 
2014-03-17,75.3856,75.7099,75.1214,75.2485,49886074 
2014-03-19,76.0371,76.6056,75.5714,75.8942,56188958 
2014-03-21,75.9899,76.2499,75.1899,76.1242,93612169 
2014-03-25,77.3571,77.9642,77.0842,77.8556,70573356 
2014-03-27,77.1449,77.3571,76.4457,76.7799,55507676 
2014-03-31,77.0328,77.2585,76.5614,76.6771,42167188 
2014-04-02,77.4828,77.6399,77.1799,77.5071,44792195 
2014-04-04,77.1156,77.1428,75.7971,75.9742,68812485 
2014-04-08,75.0271,75.1599,74.0999,74.7771,60971883 
2014-04-10,75.8114,76.0342,74.7385,74.7828,59912818 
2014-04-14,74.5571,74.5942,73.8871,74.5256,51445177 
2014-04-16,74.0071,74.4414,73.4478,74.1442,53732994 
2014-04-21,75.0485,76.0199,74.8514,75.8814,45668931 
2014-04-23,75.5799,75.8756,74.9214,74.9642,98735259 
2014-04-25,80.6471,81.7128,80.5656,81.7056,97568814 
2014-04-29,84.8199,85.1399,84.2156,84.6185,84344673 
2014-05-01,84.5713,84.9713,83.7656,84.4971,61052418 
2014-05-05,84.3056,85.8571,84.2856,85.8513,71766758 
2014-05-07,85.0356,85.3271,83.9613,84.6185,70715988 
2014-05-09,83.5056,83.7499,82.9042,83.6488,72899498 
2014-05-13,84.5713,84.9342,84.3856,84.8228,39934594 
2014-05-15,84.9571,85.2285,84.0056,84.1171,57711731 
2014-05-19,85.4071,86.7613,85.3328,86.3699,79439024 
2014-05-21,86.2613,86.6713,86.0085,86.6156,49249914 
2014-05-23,86.7499,87.8184,86.6385,87.7328,58052491 
2014-05-28,89.4313,89.9756,89.1113,89.1442,78921885 
2014-05-30,91.1399,92.0242,89.8428,90.4285,141005137 
2014-06-03,89.7799,91.2485,89.7499,91.0771,73231620 
2014-06-05,92.3142,92.767,91.8013,92.4785,75951141 
2014-06-09,92.7,93.88,91.75,93.7,75414804 
2014-06-11,94.13,94.76,93.47,93.86,45681114 
2014-06-13,92.2,92.44,90.88,91.28,54525280 
2014-06-17,92.31,92.7,91.8,92.08,29726347 
2014-06-19,92.29,92.3,91.3389,91.86,35527686 
2014-06-23,91.32,91.62,90.6,90.83,43694391 
2014-06-25,90.21,90.7,89.65,90.36,36868541 
2014-06-27,90.82,92.0,90.77,91.98,64028803 
2014-07-01,93.52,94.07,93.13,93.52,38223477 
2014-07-03,93.67,94.1,93.2,94.03,22891753 
2014-07-08,96.27,96.8,93.92,95.35,65221678 
2014-07-10,93.76,95.55,93.52,95.035,39685552 
2014-07-14,95.86,96.89,95.65,96.45,42810155 
2014-07-16,96.97,97.1,94.74,94.78,53502415 
2014-07-18,93.62,94.74,93.02,94.43,49987593 
2014-07-22,94.68,94.89,94.12,94.72,55196597 
2014-07-24,97.035,97.32,96.42,97.03,45728843 
2014-07-28,97.82,99.24,97.55,99.02,55317689 
2014-07-30,98.44,98.7,97.67,98.15,33010001 
2014-08-01,94.9,96.62,94.81,96.13,48511286 
2014-08-05,95.36,95.68,94.36,95.12,55932663 
2014-08-07,94.93,95.95,94.1,94.48,46711179 
2014-08-11,95.27,96.08,94.8355,95.99,36584844 
2014-08-13,96.15,97.24,96.04,97.24,31866088 
2014-08-15,97.9,98.19,96.86,97.98,48951331 
2014-08-19,99.41,100.68,99.32,100.53,69399270 
2014-08-21,100.57,100.94,100.11,100.58,33478198 
2014-08-25,101.79,102.17,101.28,101.54,40270173 
2014-08-27,101.02,102.57,100.7,102.13,52369011 
2014-08-29,102.86,102.9,102.2,102.5,44595247 
2014-09-03,103.1,103.2,98.58,98.94,125420521 
2014-09-05,98.8,99.39,98.31,98.97,58457035 
2014-09-09,99.08,103.08,96.14,97.99,189846255 
2014-09-11,100.41,101.44,99.62,101.43,62399743 
2014-09-15,102.81,103.05,101.44,101.63,61316516 
2014-09-17,101.27,101.8,100.5922,101.58,60926498 
2014-09-19,102.29,102.35,100.88,100.96,70902406 
2014-09-23,100.6,102.94,100.54,102.64,63402196 
2014-09-25,100.51,100.71,97.72,97.87,100091990 
2014-09-29,98.65,100.435,98.63,100.11,49766312 
2014-10-01,100.59,100.69,98.7,99.18,51491286 
2014-10-03,99.44,100.21,99.04,99.62,43469585 
2014-10-07,99.43,100.12,98.73,98.75,42094183 
2014-10-09,101.54,102.38,100.61,101.02,77376525 
2014-10-13,101.33,101.78,99.81,99.81,53583368 
2014-10-15,97.97,99.15,95.18,97.54,100933600 
2014-10-17,97.5,99.0,96.81,97.67,68179688 
2014-10-21,103.02,103.02,101.27,102.47,94623904 
2014-10-23,104.08,105.051,103.63,104.83,71074674 
2014-10-27,104.85,105.48,104.7,105.11,34187701 
2014-10-29,106.65,107.37,106.36,107.34,52687879 
2014-10-31,108.01,108.04,107.21,108.0,44639285 
2014-11-04,109.36,109.49,107.72,108.6,41574365 
2014-11-06,108.6,108.79,107.8,108.7,34968457 
2014-11-10,109.02,109.33,108.67,108.83,27195547 
2014-11-12,109.38,111.43,109.37,111.25,46942431 
2014-11-14,113.15,114.19,113.05,114.18,44063595 
2014-11-18,113.94,115.69,113.89,115.47,44223978 
2014-11-20,114.91,116.86,114.85,116.31,43395537 
2014-11-24,116.85,118.77,116.62,118.625,47450824 
2014-11-26,117.94,119.1,117.83,119.0,40831886 
2014-12-01,118.81,119.25,111.27,115.07,83814037 
2014-12-03,115.75,116.35,115.11,115.93,43063440 
2014-12-05,115.99,116.08,114.64,115.0,38318895 
2014-12-09,110.19,114.3,109.35,114.12,60208036 
2014-12-11,112.26,113.8,111.34,111.62,41471578 
2014-12-15,110.7,111.6,106.35,108.225,67218082 
2014-12-17,107.12,109.84,106.82,109.41,53411773 
2014-12-19,112.26,113.24,111.66,111.78,88429770 
2014-12-23,113.23,113.33,112.46,112.54,26028419 
2014-12-26,112.1,114.52,112.01,113.99,33720951 
2014-12-30,113.64,113.92,112.11,112.52,29881477 
2015-01-02,111.39,111.44,107.35,109.33,53204626 
2015-01-06,106.54,107.43,104.63,106.26,65797116 
2015-01-08,109.23,112.15,108.7,111.89,59364547 
2015-01-12,112.6,112.63,108.8,109.25,49650790 
2015-01-14,109.04,110.49,108.5,109.8,48956588 
2015-01-16,107.03,107.58,105.2,105.99,78513345 
2015-01-21,108.95,111.06,108.27,109.55,48575897 
2015-01-23,112.3,113.75,111.53,112.98,46464828 
2015-01-27,112.42,112.48,109.03,109.14,95568749 
2015-01-29,116.32,119.19,115.56,118.9,84436432 
2015-02-02,118.05,119.17,116.08,118.63,62739100 
2015-02-04,118.5,120.51,118.309,119.56,70149743 
2015-02-06,120.02,120.25,118.45,118.93,43706567 
2015-02-10,120.17,122.15,120.16,122.02,62008506 
2015-02-12,126.06,127.48,125.57,126.46,74474466 
2015-02-17,127.49,128.88,126.92,127.83,63152405 
2015-02-19,128.48,129.03,128.33,128.45,37362381 
2015-02-23,130.02,133.0,129.66,133.0,70974110 
2015-02-25,131.56,131.6,128.15,128.79,74711746 
2015-02-27,130.0,130.57,128.24,128.46,62014847 
2015-03-03,128.96,129.52,128.09,129.36,37816283 
2015-03-05,128.58,128.75,125.76,126.41,56517146 
2015-03-09,127.96,129.57,125.06,127.14,88528487 
2015-03-11,124.75,124.77,122.11,122.24,68938974 
2015-03-13,124.4,125.3951,122.58,123.59,51827283 
2015-03-17,125.9,127.32,125.65,127.04,51023104 
2015-03-19,128.75,129.2451,127.4,127.495,45809490 
2015-03-23,127.12,127.85,126.52,127.21,37709674 
2015-03-25,126.54,126.82,123.38,123.38,51655177 
2015-03-27,124.57,124.7,122.91,123.25,39546151 
2015-03-31,126.09,126.49,124.355,124.43,42090553 
2015-04-02,125.03,125.56,124.19,125.32,32220131 
2015-04-07,127.64,128.1218,125.98,126.01,35012268 
2015-04-09,125.85,126.58,124.66,126.56,32483974 
2015-04-13,128.37,128.57,126.61,126.85,36365123 
2015-04-15,126.41,127.13,126.01,126.78,28970419 
2015-04-17,125.55,126.14,124.46,124.75,51957046 
2015-04-21,128.1,128.2,126.67,126.91,32435057 
2015-04-23,128.3,130.42,128.14,129.67,45770902 
2015-04-27,132.31,133.13,131.15,132.65,96954207 
2015-04-29,130.16,131.59,128.3,128.64,63386083 
2015-05-01,126.1,130.13,125.3,128.95,58512638 
2015-05-05,128.15,128.4498,125.78,125.8,49271416 
2015-05-07,124.77,126.08,124.02,125.26,43940895 
2015-05-11,127.39,127.56,125.625,126.32,42035757 
2015-05-13,126.15,127.19,125.87,126.01,34694235 
2015-05-15,129.07,129.49,128.21,128.77,38208034 
2015-05-19,130.69,130.88,129.64,130.07,44633240 
2015-05-21,130.07,131.63,129.83,131.39,39730364 
2015-05-26,132.6,132.91,129.12,129.62,70697560 
2015-05-28,131.86,131.95,131.1,131.78,30733309 
2015-06-01,131.2,131.39,130.05,130.535,32112797 
2015-06-03,130.66,130.94,129.9,130.12,30983542 
2015-06-05,129.5,129.69,128.36,128.65,35626800 
2015-06-09,126.7,128.08,125.62,127.42,56075420 
2015-06-11,129.18,130.18,128.475,128.59,35390887 
2015-06-15,126.1,127.24,125.71,126.92,43988946 
2015-06-17,127.72,127.88,126.74,127.3,32918071 
2015-06-19,127.71,127.82,126.4,126.6,54716887 
2015-06-23,127.48,127.61,126.8792,127.03,30268863 
2015-06-25,128.86,129.2,127.5,127.5,31938100 
2015-06-29,125.46,126.47,124.48,124.53,49161427 
2015-07-01,126.9,126.94,125.99,126.6,30238811 
2015-07-06,124.94,126.23,124.85,126.0,28060431 
2015-07-08,124.48,124.64,122.54,122.57,60761614 
2015-07-10,121.94,123.85,121.21,123.28,61354474 
2015-07-14,126.04,126.37,125.04,125.61,31768139 
2015-07-16,127.74,128.57,127.35,128.51,36222447 
2015-07-20,130.97,132.97,130.7,132.07,58900203 
2015-07-22,121.99,125.5,121.99,125.22,115450607 
2015-07-24,125.32,125.74,123.9,124.5,42162332 
2015-07-28,123.38,123.91,122.55,123.38,33618097 
2015-07-30,122.32,122.5699,121.71,122.37,33628268 
2015-08-03,121.5,122.57,117.52,118.44,69975968 
2015-08-05,112.95,117.44,112.1,115.4,99312613 
2015-08-07,114.58,116.25,114.5,115.52,38670405 
2015-08-11,117.81,118.18,113.33,113.49,97082814 
2015-08-13,116.04,116.4,114.54,115.15,48535789 
2015-08-17,116.04,117.65,115.5,117.16,40884745 
2015-08-19,116.1,116.52,114.68,115.01,48286510 
2015-08-21,110.43,111.9,105.645,105.76,128275471 
2015-08-25,111.11,111.11,103.5,103.74,103601599 
2015-08-27,112.25,113.24,110.02,112.92,84616056 
2015-08-31,112.13,114.53,112.0,112.76,56229271 
2015-09-02,110.0,112.34,109.131,112.34,61888812 
2015-09-04,108.97,110.45,108.51,109.27,49996311 
2015-09-09,113.76,114.02,109.77,110.15,85010804 
2015-09-11,111.79,114.21,111.76,114.21,49915473 
2015-09-15,115.93,116.53,114.42,116.28,43341155 
2015-09-17,115.66,116.49,113.715,113.92,64112641 
2015-09-21,113.67,115.37,113.66,115.21,50221965 
2015-09-23,113.63,114.72,113.3,114.32,35756716 
2015-09-25,116.44,116.69,114.02,114.71,56151926 
2015-09-29,112.83,113.51,107.86,109.06,73365384 
2015-10-01,109.07,109.62,107.31,109.58,63929100 
2015-10-05,109.88,111.3698,109.07,110.78,52064743 
2015-10-07,111.74,111.77,109.41,110.78,46765550 
2015-10-09,110.0,112.28,109.49,112.12,52766140 
2015-10-13,110.82,112.45,110.68,111.79,33049256 
2015-10-15,110.93,112.1,110.49,111.86,37673452 
2015-10-19,110.8,111.75,110.11,111.73,29759153 
2015-10-21,114.0,115.58,113.7,113.76,42326974 
2015-10-23,116.7,119.228,116.33,119.08,59366914 
2015-10-27,115.4,116.54,113.99,114.55,69884400 
2015-10-29,118.7,120.69,118.27,120.53,51227334 
2015-11-02,119.87,121.36,119.61,121.18,32203267 
2015-11-04,123.13,123.82,121.62,122.0,44886050 
2015-11-06,121.11,121.81,120.62,121.06,33042283 
2015-11-10,116.9,118.07,116.061,116.77,59127931 
2015-11-12,116.26,116.82,115.65,115.72,32525579 
2015-11-16,111.38,114.24,111.0,114.175,38106701 
2015-11-18,115.76,117.49,115.5,117.29,46674697 
2015-11-20,119.2,119.92,118.85,119.3,34287096 
2015-11-24,117.33,119.35,117.12,118.88,42803172 
2015-11-27,118.29,118.41,117.6,117.81,13046445 
2015-12-01,118.75,118.81,116.86,117.34,34852374 
2015-12-03,116.55,116.79,114.22,115.2,41569509 
2015-12-07,118.98,119.86,117.81,118.28,32084249 
2015-12-09,117.64,117.69,115.08,115.62,46361357 
2015-12-11,115.19,115.39,112.851,113.18,46886161 
2015-12-15,111.94,112.8,110.35,110.49,53323105 
2015-12-17,112.02,112.25,108.98,108.98,44772827 
2015-12-21,107.28,107.37,105.57,107.33,47590610 
2015-12-23,107.27,108.85,107.2,108.61,32657354 
2015-12-28,107.59,107.69,106.1807,106.82,26704210 
2015-12-30,108.58,108.7,107.18,107.32,25213777 
2016-01-04,102.61,105.368,102.0,105.35,67649387 
2016-01-06,100.56,102.37,99.87,100.7,68457388 
2016-01-08,98.55,99.11,96.76,96.96,70798016 
2016-01-12,100.55,100.69,98.8399,99.96,49154227 
2016-01-14,97.96,100.48,95.74,99.52,63170127 
2016-01-19,98.41,98.65,95.5,96.66,53087747 
2016-01-21,97.06,97.88,94.94,96.3,52161463 
2016-01-25,101.52,101.53,99.21,99.44,51794525 
2016-01-27,96.04,96.6289,93.34,93.42,133369674 
2016-01-29,94.79,97.34,94.35,97.34,64416504 
2016-02-02,95.42,96.04,94.28,94.48,37357215 
2016-02-04,95.86,97.33,95.19,96.6,46471652 
2016-02-08,93.13,95.7,93.04,95.01,54021375 
2016-02-10,95.92,96.35,94.1,94.27,42343601 
2016-02-12,94.19,94.5,93.01,93.99,40351381 
2016-02-17,96.67,98.21,96.15,98.12,44863243 
2016-02-19,96.0,96.7599,95.8,96.04,35374173 
2016-02-23,96.4,96.5,94.55,94.69,31942633 
2016-02-25,96.05,96.76,95.25,96.76,27582659 
2016-02-29,96.86,98.23,96.65,96.69,35216277 
2016-03-02,100.51,100.89,99.64,100.75,33169560 
2016-03-04,102.37,103.75,101.37,103.01,46055100 
2016-03-08,100.78,101.76,100.4,101.03,31561889 
2016-03-10,101.41,102.24,100.15,101.17,33513577 
2016-03-14,101.91,102.91,101.78,102.52,25076062 
2016-03-16,104.61,106.31,104.59,105.97,38303493 
2016-03-18,106.34,106.5,105.19,105.92,44205171 
2016-03-22,105.25,107.29,105.21,106.72,32444375 
2016-03-24,105.47,106.25,104.89,105.67,26132955 
2016-03-29,104.89,107.79,104.88,107.68,31190083 
2016-03-31,109.72,109.9,108.88,108.99,25888449 
2016-04-04,110.42,112.19,110.27,111.12,37356204 
2016-04-06,110.23,110.98,109.2,110.96,26404077 
2016-04-08,108.91,109.77,108.17,108.66,23581740 
2016-04-12,109.34,110.5,108.66,110.44,27232325 
2016-04-14,111.62,112.39,111.33,112.1,25473923 
2016-04-18,108.89,108.95,106.94,107.48,60821461 
2016-04-20,106.64,108.09,106.06,107.13,30611030 
2016-04-22,105.01,106.48,104.62,105.68,33683121 
2016-04-26,103.91,105.3,103.91,104.35,56016165 
2016-04-28,97.61,97.88,94.25,94.83,82242690 
2016-05-02,93.965,94.08,92.4,93.64,48160104 
2016-05-04,95.2,95.9,93.82,94.19,41025475 
2016-05-06,93.37,93.45,91.85,92.72,43699886 
2016-05-10,93.33,93.57,92.11,93.42,33686836 
2016-05-12,92.72,92.78,89.47,90.34,76314690 
2016-05-16,92.39,94.39,91.65,93.88,61259756 
2016-05-18,94.16,95.21,93.89,94.56,42062391 
2016-05-20,94.64,95.43,94.52,95.22,32025968 
2016-05-24,97.22,98.09,96.84,97.9,35140174 
2016-05-26,99.68,100.73,98.64,100.41,56331159 
2016-05-31,99.6,100.4,98.82,99.86,42307212 
2016-06-02,97.6,97.84,96.63,97.72,40191600 
2016-06-06,97.99,101.89,97.55,98.63,23292504 
2016-06-08,99.02,99.56,98.68,98.94,20848131 
2016-06-10,98.53,99.3457,98.48,98.83,31712936 
2016-06-14,97.32,98.475,96.75,97.46,31931944 
2016-06-16,96.45,97.75,96.07,97.55,31326815 
2016-06-20,96.0,96.57,95.03,95.1,34411901 
2016-06-22,96.25,96.89,95.35,95.55,29219122 
2016-06-24,92.91,94.655,92.65,93.4,75311356 
2016-06-28,92.9,93.66,92.14,93.59,40444914 
2016-06-30,94.44,95.77,94.3,95.6,35836356 
2016-07-05,95.39,95.4,94.46,94.99,27705210 
2016-07-07,95.7,96.5,95.62,95.94,25139558 
2016-07-11,96.75,97.65,96.73,96.98,23794945 
2016-07-13,97.41,97.67,96.84,96.87,25892171 
2016-07-15,98.92,99.3,98.5,98.78,30136990 
2016-07-19,99.56,100.0,99.34,99.87,23779924 
2016-07-21,99.83,101.0,99.13,99.43,32702028 
2016-07-25,98.25,98.84,96.92,97.34,40382921 
2016-07-27,104.265,104.35,102.75,102.95,92344820 
2016-07-29,104.19,104.55,103.68,104.21,27733688 
2016-08-02,106.05,106.07,104.0,104.48,33816556 
2016-08-04,105.58,106.0,105.28,105.87,27408650 
2016-08-08,107.52,108.37,107.16,108.37,28037220 
2016-08-10,108.71,108.9,107.76,108.0,24008505 
2016-08-12,107.78,108.44,107.78,108.18,18660434 
2016-08-16,109.63,110.23,109.21,109.38,33794448 
2016-08-18,109.23,109.6,109.02,109.08,21984703 
2016-08-22,108.86,109.1,107.85,108.51,25820230 
2016-08-24,108.565,108.75,107.68,108.03,23675081 
2016-08-26,107.41,107.95,106.31,106.94,27766291 
2016-08-30,105.8,106.5,105.5,106.0,24863945 
2016-09-01,106.14,106.8,105.62,106.73,26701523 
2016-09-06,107.9,108.3,107.51,107.7,26880391 
2016-09-08,107.25,107.27,105.24,105.52,53002026 
2016-09-12,102.65,105.72,102.53,105.44,45292770 
2016-09-14,108.73,113.03,108.6,111.77,112340318 
2016-09-16,115.12,116.13,114.04,114.92,79886911 
2016-09-20,113.05,114.12,112.51,113.57,34514269 
2016-09-22,114.35,114.94,114.0,114.62,31073984 
2016-09-26,111.64,113.39,111.55,112.88,29869442 
2016-09-28,113.69,114.64,113.43,113.95,29641085 
2016-09-30,112.46,113.37,111.8,113.05,36379106 
2016-10-04,113.06,114.31,112.63,113.0,29736835 
2016-10-06,113.7,114.34,113.13,113.89,28779313 
2016-10-10,115.02,116.75,114.72,116.05,36235956 
2016-10-12,117.35,117.98,116.75,117.34,37586787 
2016-10-14,117.88,118.17,117.13,117.63,35652191 
2016-10-18,118.18,118.21,117.45,117.47,24553478 
2016-10-20,116.86,117.38,116.33,117.06,24125801 
2016-10-24,117.1,117.74,117.0,117.65,23538673 
2016-10-26,114.31,115.7,113.31,115.59,66134219 
2016-10-28,113.87,115.21,113.45,113.72,37861662 
2016-11-01,113.46,113.77,110.53,111.49,43825812 
2016-11-03,110.98,111.46,109.55,109.83,26932602 
2016-11-07,110.08,110.51,109.46,110.41,32560000 
2016-11-09,109.88,111.32,108.05,110.88,59176361 
